test_case,number_of_units,budget,algo1_cust,algo1_cost,algo1_trans,algo1_util,algo1_missed,algo1_dist_meal,algo1_t,algo2_cust,algo2_cost,algo2_trans,algo2_util,algo2_missed,algo2_dist_meal,algo2_t,algo3_cust,algo3_cost,algo3_trans,algo3_util,algo3_missed,algo3_dist_meal,algo3_t,algo4_cust,algo4_cost,algo4_trans,algo4_util,algo4_missed,algo4_dist_meal,algo4_t
0,6,4000000,2900,210000,41436.45737753169,100.0,0.0,14.288433578459204,0.0,2900,210000,41432.0,100.0,0.0,14.286896551724137,0.036008596420288086,2900,210000,41432.0,100.0,0.0,14.286896551724137,0.029035091400146484,2900,210000,41436.45737753169,100.0,0.0,14.288433578459204,0.1200103759765625
